batch_hash,layer_idx,head_idx,top1,top2,top3,top4,top5,top10,top15,top20,top30,top40,top50,top60,top70,top80,top90
6337a715,5,0,0.5511718988418579,0.654589831829071,0.6836263537406921,0.6877197623252869,0.6806832551956177,0.6788737177848816,0.7076312303543091,0.743896484375,0.8146089911460876,0.8699739575386047,0.9147224426269531,0.9475089311599731,0.9708681106567383,0.9867860078811646,0.9963196516036987
6337a715,5,1,0.655078113079071,0.691943347454071,0.6760091781616211,0.6563965082168579,0.6428844928741455,0.6502279043197632,0.687857449054718,0.7294347882270813,0.8059248924255371,0.8653108477592468,0.9124546051025391,0.9463129043579102,0.970615804195404,0.986973226070404,0.9963355660438538
6337a715,5,2,0.635546863079071,0.7093750238418579,0.7012044787406921,0.685986340045929,0.6699027419090271,0.6681219339370728,0.7026399374008179,0.7431210279464722,0.8150447607040405,0.8720178008079529,0.9160499572753906,0.9483232498168945,0.9714641571044922,0.9871795177459717,0.9964712858200073
6337a715,5,3,0.21933594346046448,0.28535157442092896,0.35224610567092896,0.4009765684604645,0.4442402124404907,0.5916532874107361,0.6734579205513,0.7334989905357361,0.8173859715461731,0.8755444288253784,0.9180221557617188,0.9481021761894226,0.97075355052948,0.9866906404495239,0.9965444207191467
6337a715,5,4,0.251953125,0.333984375,0.40084636211395264,0.45356446504592896,0.5031594634056091,0.6362496614456177,0.6982166767120361,0.7453517913818359,0.8199720978736877,0.8748304843902588,0.9154148101806641,0.9458898305892944,0.9696924090385437,0.9859811663627625,0.9962390661239624
6337a715,5,5,0.2757812440395355,0.34892579913139343,0.4084310233592987,0.4494872987270355,0.49073225259780884,0.6138365864753723,0.6883170008659363,0.7418428659439087,0.8236111402511597,0.8798613548278809,0.9210948944091797,0.9496704339981079,0.9716864824295044,0.9870507717132568,0.9965306520462036
6337a715,5,6,0.23759765923023224,0.28837892413139343,0.3372395932674408,0.37910157442092896,0.42101335525512695,0.5601639151573181,0.650639533996582,0.7114593386650085,0.8001514077186584,0.862330973148346,0.9091663360595703,0.9435819983482361,0.9686204195022583,0.9856318235397339,0.9963482618331909
6337a715,5,7,0.2704101502895355,0.31059572100639343,0.36103516817092896,0.40202638506889343,0.4400467276573181,0.5703029632568359,0.654660701751709,0.7162224650382996,0.8040194511413574,0.8661059141159058,0.9132347106933594,0.9466357827186584,0.969006359577179,0.9849783778190613,0.995887041091919
6337a715,5,8,0.26250001788139343,0.3240722715854645,0.3795573115348816,0.42329102754592896,0.4592716097831726,0.5781345963478088,0.6610498428344727,0.7198558449745178,0.8080275058746338,0.8689401149749756,0.9133319854736328,0.9464210271835327,0.9703157544136047,0.986518919467926,0.996116042137146
6337a715,5,9,0.74853515625,0.677978515625,0.6097005605697632,0.5818848013877869,0.5714422464370728,0.5968903303146362,0.6502948999404907,0.7053127288818359,0.7895364165306091,0.8529736399650574,0.9033412933349609,0.9416956901550293,0.9682930707931519,0.9855590462684631,0.996133029460907
6337a715,5,10,0.7314453125,0.610107421875,0.5586588978767395,0.539306640625,0.5351179838180542,0.5878044962882996,0.6495736241340637,0.7032590508460999,0.7897400259971619,0.8521069288253784,0.9026527404785156,0.9405950903892517,0.9669073224067688,0.9847112894058228,0.9958446025848389
6337a715,5,11,0.71142578125,0.738476574420929,0.7004883289337158,0.673754870891571,0.6584903597831726,0.655024528503418,0.6896765232086182,0.7314261794090271,0.8031987547874451,0.8592938780784607,0.9067192077636719,0.9429664611816406,0.9687049388885498,0.9858977198600769,0.9963927865028381
6337a715,5,12,0.4198242127895355,0.4603027403354645,0.4956705868244171,0.5283203125,0.5571576356887817,0.6468960642814636,0.7116268277168274,0.7621352672576904,0.8415137529373169,0.8925089240074158,0.9265995025634766,0.9519766569137573,0.972286581993103,0.986772894859314,0.995907187461853
6337a715,5,13,0.4732421934604645,0.5703125,0.6196615099906921,0.652905285358429,0.6768918633460999,0.733762264251709,0.7728502750396729,0.801609456539154,0.8523831367492676,0.8950350880622864,0.9280452728271484,0.9538677334785461,0.973515510559082,0.9872808456420898,0.9962125420570374
6337a715,5,14,0.4150390625,0.50146484375,0.5391927361488342,0.5599609613418579,0.5809780955314636,0.6447227597236633,0.6986953616142273,0.7494447231292725,0.8270561695098877,0.8821917176246643,0.9220371246337891,0.9519543647766113,0.9734268188476562,0.9876576662063599,0.9964765906333923
6337a715,5,15,0.45048829913139343,0.517626941204071,0.5582682490348816,0.58544921875,0.6071346998214722,0.6763269901275635,0.7288985848426819,0.770115315914154,0.8360137939453125,0.8827385306358337,0.9196605682373047,0.9490548968315125,0.9712541103363037,0.9864259362220764,0.996133029460907
6337a715,5,16,0.3880859315395355,0.45927736163139343,0.510937511920929,0.546142578125,0.5730124115943909,0.6639285087585449,0.7213414311408997,0.7626330852508545,0.8282649517059326,0.878101646900177,0.9165573120117188,0.9475868940353394,0.9708831310272217,0.9870662689208984,0.9965285062789917
6337a715,5,17,0.36005860567092896,0.4425292909145355,0.4977864921092987,0.5380615592002869,0.566502034664154,0.6518459320068359,0.7029845714569092,0.7444422245025635,0.8159958720207214,0.8700551390647888,0.9129524230957031,0.9456448554992676,0.969962477684021,0.9862041473388672,0.9962814450263977
6337a715,5,18,0.4908203184604645,0.5625,0.6122395992279053,0.6453613638877869,0.6747089624404907,0.7610294222831726,0.7984451651573181,0.8254969120025635,0.871039628982544,0.9070761799812317,0.9377689361572266,0.9581779837608337,0.974677562713623,0.9879521727561951,0.9962793588638306
6337a715,5,19,0.54150390625,0.662792980670929,0.7227539420127869,0.758056640625,0.7774203419685364,0.7795841097831726,0.7883412837982178,0.8033902049064636,0.8480252027511597,0.888884425163269,0.9237384796142578,0.9521945118904114,0.9732385873794556,0.9877745509147644,0.9964140057563782
6337a715,5,20,0.527050793170929,0.611376941204071,0.6707031726837158,0.712939441204071,0.7432406544685364,0.7770087122917175,0.8020514249801636,0.8291733860969543,0.8787249326705933,0.9110373258590698,0.937164306640625,0.9594773650169373,0.9758136868476868,0.9883468747138977,0.9964903593063354
6337a715,5,21,0.599316418170929,0.699755847454071,0.6965495347976685,0.665576159954071,0.6428653597831726,0.6298158168792725,0.6687346696853638,0.7158969044685364,0.7992098331451416,0.8617507815361023,0.9092445373535156,0.944770097732544,0.9703934788703918,0.9872964024543762,0.9966928958892822
6337a715,5,22,0.625292956829071,0.6849121451377869,0.6637369990348816,0.6386963129043579,0.6242532134056091,0.6353400945663452,0.6797130107879639,0.7259689569473267,0.8058549165725708,0.8657954931259155,0.9111671447753906,0.9452393054962158,0.9701330065727234,0.98708176612854,0.9964839816093445
6337a715,5,23,0.6053711175918579,0.6839843988418579,0.6729167103767395,0.6472412347793579,0.6337890625,0.6458525061607361,0.6856298446655273,0.7290278673171997,0.807823896408081,0.867180347442627,0.9133110046386719,0.9466230273246765,0.9714641571044922,0.9877279996871948,0.9965317249298096
7d279a0d,6,0,0.4754882752895355,0.586474597454071,0.6345378160476685,0.656567394733429,0.6682751178741455,0.6907169222831726,0.7199244499206543,0.754270076751709,0.8164762258529663,0.867426335811615,0.9096012115478516,0.9437251687049866,0.9687867760658264,0.9861540794372559,0.99636310338974
7d279a0d,6,1,0.2500976622104645,0.30009767413139343,0.35022789239883423,0.3894287049770355,0.4263557195663452,0.5427772998809814,0.6246936321258545,0.6861835718154907,0.7774327993392944,0.8460517525672913,0.8973636627197266,0.9363198280334473,0.9654752016067505,0.9844990372657776,0.9960132241249084
7d279a0d,6,2,0.3731445372104645,0.440673828125,0.4862630367279053,0.5185791254043579,0.5447495579719543,0.6343826651573181,0.6934359669685364,0.7423502802848816,0.8151751756668091,0.868273913860321,0.9099388122558594,0.9427660703659058,0.9672960638999939,0.9849748015403748,0.9959993958473206
7d279a0d,6,3,0.47294923663139343,0.568896472454071,0.6114909052848816,0.628613293170929,0.639399528503418,0.6686581373214722,0.7101588249206543,0.7531834244728088,0.8233057856559753,0.8738754391670227,0.9119110107421875,0.9432861804962158,0.9670287370681763,0.9845264554023743,0.9957396388053894
7d279a0d,6,4,0.3580078184604645,0.4503417909145355,0.5115560293197632,0.5444092154502869,0.5746783018112183,0.6457089185714722,0.6947316527366638,0.7379031181335449,0.810276448726654,0.8647759556770325,0.908721923828125,0.9419024586677551,0.9662076234817505,0.983966052532196,0.9955381751060486
7d279a0d,6,5,0.62255859375,0.7156738638877869,0.7156250476837158,0.700439453125,0.6870213150978088,0.6932541131973267,0.7287326455116272,0.7640548944473267,0.8269575238227844,0.8770080804824829,0.9161205291748047,0.9466723203659058,0.9692109823226929,0.9856234788894653,0.9960598349571228
7d279a0d,6,6,0.65087890625,0.57373046875,0.5374674797058105,0.5282226800918579,0.5310776829719543,0.5857077240943909,0.6477545499801636,0.7036803364753723,0.7910442352294922,0.8553732633590698,0.9042987823486328,0.939667820930481,0.966241717338562,0.9847577810287476,0.9960121512413025
7d279a0d,6,7,0.686328113079071,0.5780273675918579,0.5244792103767395,0.5083984732627869,0.5080997347831726,0.5643095374107361,0.6310508847236633,0.6890749931335449,0.7837852239608765,0.850788950920105,0.9010200500488281,0.9383731484413147,0.9656784534454346,0.984563410282135,0.9959771633148193
7d279a0d,6,8,0.7452148795127869,0.652294933795929,0.6013346910476685,0.5732178092002869,0.5590916275978088,0.5813131928443909,0.6371017098426819,0.6936801075935364,0.7862949967384338,0.8538499474525452,0.9034290313720703,0.9396582841873169,0.9666659235954285,0.9851036071777344,0.9961690902709961
7d279a0d,6,9,0.591992199420929,0.667236328125,0.674511730670929,0.6773926019668579,0.6843979954719543,0.7148054838180542,0.7527190446853638,0.7818627953529358,0.8396782875061035,0.8828722238540649,0.9199733734130859,0.9499074220657349,0.9713700413703918,0.9861636161804199,0.9958838224411011
7d279a0d,6,10,0.5140625238418579,0.6124511957168579,0.6679688096046448,0.703198254108429,0.7277688384056091,0.7604741454124451,0.7859413623809814,0.8116766810417175,0.8612199425697327,0.8989150524139404,0.9295864105224609,0.9544514417648315,0.9740883111953735,0.9875050187110901,0.9963175058364868
7d279a0d,6,11,0.7162109613418579,0.767871081829071,0.7193685173988342,0.688671886920929,0.6686198115348816,0.6681028008460999,0.6994485259056091,0.7346861958503723,0.801964521408081,0.8567628860473633,0.9025421142578125,0.9383779168128967,0.9647905230522156,0.9835379719734192,0.9953886866569519
7d279a0d,6,12,0.5810546875,0.579541027545929,0.5783528685569763,0.5780273675918579,0.5864353775978088,0.6380304098129272,0.6871042847633362,0.7335229516029358,0.8088163733482361,0.8632789254188538,0.9065093994140625,0.940653920173645,0.9666304588317871,0.9847697019577026,0.995891273021698
7d279a0d,6,13,0.49658203125,0.5850586295127869,0.6350586414337158,0.6650146842002869,0.682712972164154,0.7144991159439087,0.7336154580116272,0.7606320977210999,0.8195744752883911,0.8689997792243958,0.9107799530029297,0.9427740573883057,0.9674501419067383,0.9849473834037781,0.9957088828086853
