batch_hash,layer_idx,head_idx,top1,top2,top3,top4,top5,top10,top15,top20,top30,top40,top50,top60,top70,top80,top90
2e9af16b,25,0,0.5077148675918579,0.571337878704071,0.6027669310569763,0.6201171875,0.6346316337585449,0.6807406544685364,0.7318665981292725,0.7734614610671997,0.8375852108001709,0.8853411078453064,0.9213943481445312,0.9489753842353821,0.9707126617431641,0.9864724278450012,0.9963938593864441
2e9af16b,25,1,0.4404296875,0.516552746295929,0.561718761920929,0.592602550983429,0.6142961382865906,0.6716644167900085,0.7244243025779724,0.7704025506973267,0.8350849747657776,0.8825308084487915,0.9186973571777344,0.9467677474021912,0.968518078327179,0.9852907657623291,0.9960238337516785
2e9af16b,25,2,0.4217773377895355,0.510937511920929,0.5584635734558105,0.586840808391571,0.6056793928146362,0.6636604070663452,0.710209846496582,0.7540307641029358,0.8229653835296631,0.8738515377044678,0.9132232666015625,0.943814218044281,0.9673669338226318,0.9852120876312256,0.9961637854576111
2e9af16b,25,3,0.46708986163139343,0.563232421875,0.6103190183639526,0.635449230670929,0.6516352891921997,0.7031537294387817,0.7411726713180542,0.7731167674064636,0.8318976163864136,0.8795772194862366,0.9183979034423828,0.9488195180892944,0.9714928269386292,0.9871962070465088,0.996620774269104
2e9af16b,25,4,0.4476562440395355,0.543652355670929,0.5908854603767395,0.6203857660293579,0.643650472164154,0.7048675417900085,0.7386195659637451,0.7715609669685364,0.8315222859382629,0.8815041184425354,0.9207019805908203,0.9499980807304382,0.9721351861953735,0.9874740242958069,0.9967511892318726
2e9af16b,25,5,0.4544921815395355,0.5438476800918579,0.5802083611488342,0.6033935546875,0.6246362328529358,0.6849820017814636,0.7286049723625183,0.7634995579719543,0.8270116448402405,0.8772563934326172,0.9170265197753906,0.9469395279884338,0.9704057574272156,0.9863675236701965,0.996609091758728
2e9af16b,25,6,0.36796876788139343,0.43168947100639343,0.4735677242279053,0.504150390625,0.5277267098426819,0.5997625589370728,0.6562883257865906,0.7080748677253723,0.7950236201286316,0.8606023192405701,0.9091720581054688,0.9435915350914001,0.968194842338562,0.9851489067077637,0.9960365295410156
2e9af16b,25,7,0.4087890684604645,0.46088868379592896,0.49781903624534607,0.525341808795929,0.5518152713775635,0.6300168633460999,0.6892616748809814,0.7390902638435364,0.8167942762374878,0.871225118637085,0.9130210876464844,0.9442850351333618,0.9678375124931335,0.9852049350738525,0.995901882648468
2e9af16b,25,8,0.3433593809604645,0.40605470538139343,0.4526367485523224,0.488525390625,0.5201057195663452,0.6107632517814636,0.6709814071655273,0.7209377288818359,0.8036282062530518,0.865432620048523,0.9117546081542969,0.9438969492912292,0.9682548642158508,0.9854815602302551,0.996105432510376
2e9af16b,25,9,0.5321289300918579,0.5945801138877869,0.6373047232627869,0.664379894733429,0.6799747347831726,0.7133215069770813,0.7450087070465088,0.7776358127593994,0.8343756198883057,0.8816330432891846,0.9199275970458984,0.9497324228286743,0.9718024134635925,0.9870388507843018,0.9967564940452576
2e9af16b,25,10,0.52099609375,0.5660156607627869,0.6077799797058105,0.6410889029502869,0.661860466003418,0.7137619256973267,0.743878960609436,0.7742226123809814,0.8322952389717102,0.8815876841545105,0.9206409454345703,0.9499694108963013,0.9719006419181824,0.9872474670410156,0.9966992139816284
2e9af16b,25,11,0.5245117545127869,0.5623535513877869,0.6032878160476685,0.6334472894668579,0.6566329598426819,0.7056525945663452,0.7396727204322815,0.7705796360969543,0.8279882073402405,0.876174807548523,0.9147300720214844,0.9454476833343506,0.9694387316703796,0.9863412976264954,0.9966176152229309
2e9af16b,25,12,0.49169921875,0.5238281488418579,0.5599935054779053,0.5900635123252869,0.6126493811607361,0.6837661266326904,0.7337813973426819,0.7747204899787903,0.8411924839019775,0.8892784118652344,0.9270248413085938,0.9549715518951416,0.9747798442840576,0.9884350895881653,0.9970321655273438
2e9af16b,25,13,0.581738293170929,0.6148926019668579,0.632031261920929,0.6467529535293579,0.6629327535629272,0.7188361883163452,0.7682738304138184,0.8096756339073181,0.8691437840461731,0.9086233973503113,0.9392986297607422,0.9618822336196899,0.9781937003135681,0.9893675446510315,0.9970046281814575
2e9af16b,25,14,0.36376953125,0.40166017413139343,0.45032554864883423,0.4916015565395355,0.5261374115943909,0.6336358785629272,0.6998570561408997,0.7524749636650085,0.8267603516578674,0.8793098330497742,0.9188575744628906,0.949191689491272,0.971376895904541,0.986777663230896,0.9965847134590149
2e9af16b,25,15,0.4374023377895355,0.46430665254592896,0.4907226860523224,0.5147949457168579,0.5447686910629272,0.6204331517219543,0.6736876964569092,0.717988908290863,0.7953035831451416,0.8557385802268982,0.9029769897460938,0.9403135776519775,0.967549741268158,0.9857462644577026,0.9965518712997437
2e9af16b,25,16,0.3255859315395355,0.3291992247104645,0.3493489623069763,0.3757080137729645,0.4051777124404907,0.5155580043792725,0.598996639251709,0.6650055646896362,0.7652114629745483,0.8373319506645203,0.8920402526855469,0.934263288974762,0.9653483629226685,0.9855865240097046,0.9965974688529968
2e9af16b,25,17,0.5005859732627869,0.5277343988418579,0.5514973998069763,0.5693359375,0.5906479954719543,0.6551585793495178,0.6990719437599182,0.7404450178146362,0.8086128234863281,0.8648881912231445,0.9088058471679688,0.9432289004325867,0.9693105220794678,0.9865535497665405,0.9967235922813416
