batch_hash,layer_idx,head_idx,top1,top2,top3,top4,top5,top10,top15,top20,top30,top40,top50,top60,top70,top80,top90
abf1972b,17,0,0.2999023497104645,0.3414550721645355,0.3819010555744171,0.41572266817092896,0.44741883873939514,0.5587852597236633,0.6352635025978088,0.6937471628189087,0.785149872303009,0.8486352562904358,0.8981399536132812,0.9371246099472046,0.966132640838623,0.9848961234092712,0.9960259199142456
abf1972b,17,1,0.3213867247104645,0.371337890625,0.41539716720581055,0.448486328125,0.48414522409439087,0.5957318544387817,0.6698899865150452,0.7288650870323181,0.8111766576766968,0.8695226907730103,0.9119853973388672,0.9444010853767395,0.9694646596908569,0.9863365292549133,0.9963164329528809
abf1972b,17,2,0.21484375,0.27802735567092896,0.3356119990348816,0.38605958223342896,0.4316023290157318,0.5612362623214722,0.639393150806427,0.6993719339370728,0.7888588905334473,0.8511016964912415,0.9004039764404297,0.9397727847099304,0.9669932723045349,0.9849902987480164,0.9961881637573242
abf1972b,17,3,0.30693361163139343,0.34423828125,0.3886719048023224,0.42487794160842896,0.45848652720451355,0.5696327686309814,0.6435930132865906,0.7023782134056091,0.7930959463119507,0.8566029667854309,0.9048709869384766,0.9418420195579529,0.968350350856781,0.9859990477561951,0.996396005153656
abf1972b,17,4,0.41259765625,0.45415040850639343,0.4833008050918579,0.505322277545929,0.5265012383460999,0.6116824150085449,0.6758450865745544,0.7289895415306091,0.8108808398246765,0.8691383004188538,0.9117641448974609,0.9448432922363281,0.9700034260749817,0.9865630865097046,0.9964903593063354
abf1972b,17,5,0.5455078482627869,0.5870117545127869,0.5956705808639526,0.6017822623252869,0.6072495579719543,0.6396005749702454,0.680778980255127,0.7212297320365906,0.7975143790245056,0.8580880761146545,0.9049015045166016,0.9405887126922607,0.9663017392158508,0.9847267866134644,0.9958499073982239
abf1972b,17,6,0.5438476800918579,0.612597644329071,0.6391602158546448,0.6545166373252869,0.6665326356887817,0.7041398882865906,0.7362004518508911,0.7690908908843994,0.8284335136413574,0.8769770264625549,0.9177169799804688,0.9485395550727844,0.9705830812454224,0.986175537109375,0.9961966276168823
abf1972b,17,7,0.571093738079071,0.60888671875,0.6132161617279053,0.615283191204071,0.6221469044685364,0.663200855255127,0.7078418731689453,0.7475250959396362,0.8149207234382629,0.8677988052368164,0.9107170104980469,0.9435374736785889,0.9677665829658508,0.9851739406585693,0.9960100054740906
abf1972b,17,8,0.4955078065395355,0.5460449457168579,0.5707356929779053,0.5859375,0.598747730255127,0.6419558525085449,0.6864979267120361,0.7283480763435364,0.8053205013275146,0.8639187812805176,0.9087924957275391,0.9429808259010315,0.9682971239089966,0.985278844833374,0.9960121512413025
abf1972b,17,9,0.22802734375,0.25346681475639343,0.2893880307674408,0.3236083984375,0.3570963740348816,0.4786018133163452,0.5705358982086182,0.6421568989753723,0.74972003698349,0.8250210285186768,0.8836688995361328,0.9287410974502563,0.9613193869590759,0.9827045202255249,0.9954936504364014
